date,min,max,median,q1,q3,stdev,count
2022-12-18T00:00:00.000Z,0,0.1,0,0,0,0.006,506
2022-12-19T00:00:00.000Z,0,0.1,0,0,0,0.01,521
2022-12-20T00:00:00.000Z,0,0.1,0,0,0,0.022,527
2022-12-21T00:00:00.000Z,0,0.1,0,0,0,0.01,495
2022-12-22T00:00:00.000Z,0,0.1,0,0,0,0.007,537
2022-12-23T00:00:00.000Z,0,0.05,0,0,0,0.003,376
2022-12-24T00:00:00.000Z,0,0.1,0,0,0,0.005,466
2022-12-25T00:00:00.000Z,0,0.1,0,0,0,0.009,493
2022-12-26T00:00:00.000Z,0,0.1,0,0,0,0.005,395
2022-12-27T00:00:00.000Z,0,0.05,0,0,0,0.003,461
2022-12-28T00:00:00.000Z,0,0.1,0,0,0,0.007,483
2022-12-29T00:00:00.000Z,0,0.08,0,0,0,0.004,518
2022-12-30T00:00:00.000Z,0,0,0,0,0,0,451
2022-12-31T00:00:00.000Z,0,0.05,0,0,0,0.002,471
2023-01-01T00:00:00.000Z,0,0.03,0,0,0,0.001,492
2023-01-02T00:00:00.000Z,0,0.03,0,0,0,0.001,520
2023-01-03T00:00:00.000Z,0,0.03,0,0,0,0.001,425
2023-01-04T00:00:00.000Z,0,0.03,0,0,0,0.001,465
2023-01-05T00:00:00.000Z,0,0.05,0,0,0,0.003,515
2023-01-06T00:00:00.000Z,0,0,0,0,0,0,515
2023-01-07T00:00:00.000Z,0,0,0,0,0,0,508
2023-01-08T00:00:00.000Z,0,0,0,0,0,0,551
2023-01-09T00:00:00.000Z,0,0,0,0,0,0,511
2023-01-10T00:00:00.000Z,0,0,0,0,0,0,534
2023-01-11T00:00:00.000Z,0,0,0,0,0,0,506
2023-01-12T00:00:00.000Z,0,0.1,0,0,0,0.004,537
2023-01-13T00:00:00.000Z,0,0,0,0,0,0,477
2023-01-14T00:00:00.000Z,0,0,0,0,0,0,532
2023-01-15T00:00:00.000Z,0,0,0,0,0,0,454
2023-01-16T00:00:00.000Z,0,0,0,0,0,0,509
2023-01-17T00:00:00.000Z,0,0,0,0,0,0,523
2023-01-18T00:00:00.000Z,0,0,0,0,0,0,437
2023-01-19T00:00:00.000Z,0,0,0,0,0,0,543
2023-01-20T00:00:00.000Z,0,0,0,0,0,0,535
2023-01-21T00:00:00.000Z,0,0,0,0,0,0,501
2023-01-22T00:00:00.000Z,0,0.1,0,0,0,0.004,550
2023-01-23T00:00:00.000Z,0,0,0,0,0,0,455
2023-01-24T00:00:00.000Z,0,0,0,0,0,0,516
2023-01-25T00:00:00.000Z,0,0.05,0,0,0,0.002,479
2023-01-26T00:00:00.000Z,0,0.03,0,0,0,0.002,276
2023-03-30T00:00:00.000Z,0,0,0,0,0,0,258
2023-03-31T00:00:00.000Z,0,0,0,0,0,0,515
2023-04-01T00:00:00.000Z,0,0,0,0,0,0,331
2023-04-02T00:00:00.000Z,0,0,0,0,0,0,455
2023-04-03T00:00:00.000Z,0,0,0,0,0,0,535
2023-04-04T00:00:00.000Z,0,0,0,0,0,0,578
2023-04-05T00:00:00.000Z,0,0.08,0,0,0,0.003,573
2023-04-06T00:00:00.000Z,0,0.03,0,0,0,0.001,586
2023-04-07T00:00:00.000Z,0,0.1,0,0,0,0.004,566
2023-04-08T00:00:00.000Z,0,0.1,0,0,0,0.006,582
2023-04-09T00:00:00.000Z,0,0,0,0,0,0,584
2023-04-10T00:00:00.000Z,0,0.03,0,0,0,0.001,479
2023-04-11T00:00:00.000Z,0,0.1,0,0,0,0.004,582
2023-04-12T00:00:00.000Z,0,0.03,0,0,0,0.002,583
2023-04-13T00:00:00.000Z,0,0,0,0,0,0,585
2023-04-14T00:00:00.000Z,0,0.1,0,0,0,0.005,583
2023-04-15T00:00:00.000Z,0,0.1,0,0,0,0.005,581
2023-04-16T00:00:00.000Z,0,0,0,0,0,0,586
2023-04-17T00:00:00.000Z,0,0,0,0,0,0,587
2023-04-18T00:00:00.000Z,0,0.03,0,0,0,0.001,587
2023-04-19T00:00:00.000Z,0,0.08,0,0,0,0.004,500
2023-04-20T00:00:00.000Z,0,0.03,0,0,0,0.001,586
2023-04-21T00:00:00.000Z,0,0.05,0,0,0,0.002,520
2023-04-22T00:00:00.000Z,0,0.05,0,0,0,0.002,519
2023-04-23T00:00:00.000Z,0,0,0,0,0,0,379
2023-04-24T00:00:00.000Z,0,0.1,0,0,0,0.004,581
2023-04-25T00:00:00.000Z,0,0.1,0,0,0,0.005,587
